Name,Price,Location,Date,Today,num_rooms,size,floor
3 otaqlı80 m²3/5 mərtəbə,210 000,Səbail r.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,80 ,3/5 
2 otaqlı60 m²4/5 mərtəbə,110 000,Nizami r.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,60 ,4/5 
4 otaqlı145 m²10/16 mərtəbə,235 000,8 Noyabr m.,"Bakı, 13 i̇yun 2022",06/15/2022,4 ,145 ,10/16 
3 otaqlı167 m²8/16 mərtəbə,290 000,Nərimanov r.,"Bakı, 26 may 2022",06/15/2022,3 ,167 ,8/16 
2 otaqlı59 m²8/17 mərtəbə,138 000,Nərimanov r.,"Bakı, 08 i̇yun 2022",06/15/2022,2 ,59 ,8/17 
3 otaqlı77 m²13/17 mərtəbə,152 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,77 ,13/17 
3 otaqlı144 m²9/17 mərtəbə,228 000,Nəsimi r.,"Bakı, bugün 12:35",06/15/2022,3 ,144 ,9/17 
3 otaqlı112.4 m²,140 500,Bakı,"Bakı, 27 may 2022",06/15/2022,3 ,112.4 ,
1 otaqlı65.1 m²,120 434,Bakı,"Bakı, 03 i̇yun 2022",06/15/2022,1 ,65.1 ,
2 otaqlı65.2 m²,260 474,Sea Breeze ,"Bakı, dünən 14:47",06/15/2022,2 ,65.2 ,
3 otaqlı127.4 m²,235 690,Bakı,"Bakı, 03 i̇yun 2022",06/15/2022,3 ,127.4 ,
2 otaqlı50 m²6/11 mərtəbə,58 500,Masazır q.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,50 ,6/11 
2 otaqlı82.1 m²5/16 mərtəbə,147 700,Elmlər Akademiyası m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,82.1 ,5/16 
2 otaqlı50 m²12/17 mərtəbə,98 000,Memar Əcəmi m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,50 ,12/17 
3 otaqlı142 m²5/14 mərtəbə,199 000,Xətai r.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,142 ,5/14 
3 otaqlı157 m²3/12 mərtəbə,445 000,Sahil m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,157 ,3/12 
3 otaqlı115 m²11/16 mərtəbə,185 000,İnşaatçılar m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,115 ,11/16 
4 otaqlı82 m²2/17 mərtəbə,150 000,20 Yanvar m.,"Bakı, 13 i̇yun 2022",06/15/2022,4 ,82 ,2/17 
4 otaqlı177 m²17/17 mərtəbə,210 000,Nizami m.,"Bakı, 13 i̇yun 2022",06/15/2022,4 ,177 ,17/17 
1 otaqlı66 m²19/20 mərtəbə,80 000,Yeni Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022,1 ,66 ,19/20 
3 otaqlı113 m²17/18 mərtəbə,135 000,Nizami r.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,113 ,17/18 
3 otaqlı164.8 m²14/19 mərtəbə,560 320,Bayıl q.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,164.8 ,14/19 
1 otaqlı57 m²10/18 mərtəbə,43 000,Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022,1 ,57 ,10/18 
3 otaqlı125 m²3/16 mərtəbə,200 000,İnşaatçılar m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,125 ,3/16 
4 otaqlı186 m²9/16 mərtəbə,550 000,Elmlər Akademiyası m.,"Bakı, 13 i̇yun 2022",06/15/2022,4 ,186 ,9/16 
2 otaqlı66 m²9/17 mərtəbə,127 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,66 ,9/17 
4 otaqlı140 m²7/17 mərtəbə,215 000,Binəqədi r.,"Bakı, 13 i̇yun 2022",06/15/2022,4 ,140 ,7/17 
5 otaqlı120 m²4/9 mərtəbə,168 000,Əhmədli m.,"Bakı, 13 i̇yun 2022",06/15/2022,5 ,120 ,4/9 
2 otaqlı68 m²8/16 mərtəbə,90 000,Əhmədli q.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,68 ,8/16 
1 otaqlı31 m²3/5 mərtəbə,68 000,Nəsimi r.,"Bakı, 13 i̇yun 2022",06/15/2022,1 ,31 ,3/5 
3 otaqlı151 m²4/15 mərtəbə,171 000,Neftçilər m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,151 ,4/15 
3 otaqlı125 m²15/16 mərtəbə,199 000,Şah İsmayıl Xətai m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,125 ,15/16 
5 otaqlı270 m²4/16 mərtəbə,530 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022,5 ,270 ,4/16 
3 otaqlı177 m²16/18 mərtəbə,290 000,Elmlər Akademiyası m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,177 ,16/18 
3 otaqlı70 m²4/5 mərtəbə,128 000,Nəsimi r.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,70 ,4/5 
1 otaqlı50 m²8/16 mərtəbə,97 500,Nəriman Nərimanov m.,"Bakı, 13 i̇yun 2022",06/15/2022,1 ,50 ,8/16 
3 otaqlı119 m²8/16 mərtəbə,278 000,Kubinka q.,"Bakı, dünən 18:44",06/15/2022,3 ,119 ,8/16 
3 otaqlı71 m²2/5 mərtəbə,206 000,Sahil m.,"Bakı, 05 i̇yun 2022",06/15/2022,3 ,71 ,2/5 
2 otaqlı81 m²3/7 mərtəbə,270 000,Nardaran q.,"Bakı, dünən 23:19",06/15/2022,2 ,81 ,3/7 
1 otaqlı46.4 m²,67 294,Yasamal r.,"Bakı, 31 may 2022",06/15/2022,1 ,46.4 ,
4 otaqlı209.4 m²,397 917,Bakı,"Bakı, 09 i̇yun 2022",06/15/2022,4 ,209.4 ,
1 otaqlı54.1 m²,67 625,Bakı,"Bakı, 07 i̇yun 2022",06/15/2022,1 ,54.1 ,
1 otaqlı45.6 m²,86 640,Bakı,"Bakı, 02 i̇yun 2022",06/15/2022,1 ,45.6 ,
2 otaqlı72 m²14/17 mərtəbə,173 000,Şah İsmayıl Xətai m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,72 ,14/17 
3 otaqlı81 m²8/16 mərtəbə,150 000,Nəriman Nərimanov m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,81 ,8/16 
3 otaqlı113 m²6/12 mərtəbə,160 000,Yeni Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,113 ,6/12 
4 otaqlı200 m²10/12 mərtəbə,550 000,Nizami m.,"Bakı, 13 i̇yun 2022",06/15/2022,4 ,200 ,10/12 
3 otaqlı120 m²13/17 mərtəbə,172 000,20 Yanvar m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,120 ,13/17 
3 otaqlı156 m²6/18 mərtəbə,230 000,Şah İsmayıl Xətai m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,156 ,6/18 
3 otaqlı85 m²3/9 mərtəbə,166 000,Şah İsmayıl Xətai m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,85 ,3/9 
3 otaqlı130 m²16/19 mərtəbə,189 000,Nəriman Nərimanov m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,130 ,16/19 
3 otaqlı80 m²1/9 mərtəbə,69 999,Nəriman Nərimanov m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,80 ,1/9 
1 otaqlı44 m²7/9 mərtəbə,73 000,7-ci mikrorayon q.,"Bakı, 13 i̇yun 2022",06/15/2022,1 ,44 ,7/9 
2 otaqlı54 m²8/16 mərtəbə,76 000,8-ci kilometr q.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,54 ,8/16 
5 otaqlı300 m²7/18 mərtəbə,850 000,28 May m.,"Bakı, 13 i̇yun 2022",06/15/2022,5 ,300 ,7/18 
2 otaqlı65 m²14/16 mərtəbə,106 000,Əhmədli q.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,65 ,14/16 
2 otaqlı65 m²6/7 mərtəbə,110 000,Memar Əcəmi m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,65 ,6/7 
2 otaqlı79 m²14/17 mərtəbə,110 000,Həzi Aslanov m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,79 ,14/17 
2 otaqlı60 m²2/16 mərtəbə,110 000,Badamdar q.,"Bakı, bugün 13:45",06/15/2022,2 ,60 ,2/16 
4 otaqlı195 m²12/17 mərtəbə,316 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022,4 ,195 ,12/17 
3 otaqlı143 m²8/17 mərtəbə,275 000,Qara Qarayev m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,143 ,8/17 
4 otaqlı85 m²2/3 mərtəbə,135 000,Bayıl q.,"Bakı, 13 i̇yun 2022",06/15/2022,4 ,85 ,2/3 
3 otaqlı160 m²7/17 mərtəbə,295 000,Şah İsmayıl Xətai m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,160 ,7/17 
3 otaqlı115 m²7/12 mərtəbə,265 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,115 ,7/12 
4 otaqlı155 m²4/5 mərtəbə,330 000,Yasamal r.,"Bakı, 13 i̇yun 2022",06/15/2022,4 ,155 ,4/5 
4 otaqlı192 m²13/17 mərtəbə,317 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022,4 ,192 ,13/17 
3 otaqlı132 m²10/16 mərtəbə,180 000,Nəsimi m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,132 ,10/16 
3 otaqlı192.4 m²11/23 mərtəbə,500 214,Səbail r.,"Bakı, 18 may 2022",06/15/2022,3 ,192.4 ,11/23 
2 otaqlı65 m²3/4 mərtəbə,48 000,Abşeron r.,"Bakı, 06 i̇yun 2022",06/15/2022,2 ,65 ,3/4 
3 otaqlı145 m²23/27 mərtəbə,300 000,Nəsimi r.,"Bakı, dünən 18:18",06/15/2022,3 ,145 ,23/27 
3 otaqlı120 m²12/16 mərtəbə,288 000,Nizami m.,"Bakı, dünən 16:53",06/15/2022,3 ,120 ,12/16 
2 otaqlı76.1 m²,101 329,Yasamal r.,"Bakı, 31 may 2022",06/15/2022,2 ,76.1 ,
3 otaqlı101.1 m²,126 375,Bakı,"Bakı, 08 i̇yun 2022",06/15/2022,3 ,101.1 ,
1 otaqlı64.1 m²,147 109,Sea Breeze ,"Bakı, bugün 11:47",06/15/2022,1 ,64.1 ,
1 otaqlı45.6 m²,86 640,Bakı,"Bakı, 02 i̇yun 2022",06/15/2022,1 ,45.6 ,
3 otaqlı132 m²10/16 mərtəbə,180 000,Nəsimi m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,132 ,10/16 
1 otaqlı45.6 m²14/16 mərtəbə,86 640,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022,1 ,45.6 ,14/16 
3 otaqlı122 m²5/15 mərtəbə,226 000,Nəsimi r.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,122 ,5/15 
3 otaqlı115 m²5/14 mərtəbə,165 000,Xalqlar Dostluğu m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,115 ,5/14 
3 otaqlı115 m²6/14 mərtəbə,142 000,Yeni Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,115 ,6/14 
2 otaqlı60 m²4/4 mərtəbə,125 000,Nizami m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,60 ,4/4 
5 otaqlı120 m²7/16 mərtəbə,208 000,Nəriman Nərimanov m.,"Bakı, 13 i̇yun 2022",06/15/2022,5 ,120 ,7/16 
5 otaqlı350 m²16/17 mərtəbə,390 000,Nəsimi r.,"Bakı, 13 i̇yun 2022",06/15/2022,5 ,350 ,16/17 
3 otaqlı115 m²11/19 mərtəbə,125 000,Yeni Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,115 ,11/19 
5 otaqlı300 m²7/8 mərtəbə,210 000,Masazır q.,"Bakı, 13 i̇yun 2022",06/15/2022,5 ,300 ,7/8 
2 otaqlı60 m²5/5 mərtəbə,129 000,Nəriman Nərimanov m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,60 ,5/5 
2 otaqlı85 m²5/17 mərtəbə,142 000,20 Yanvar m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,85 ,5/17 
2 otaqlı60 m²13/19 mərtəbə,112 000,İnşaatçılar m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,60 ,13/19 
2 otaqlı60 m²9/9 mərtəbə,95 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,60 ,9/9 
1 otaqlı48 m²10/20 mərtəbə,76 000,Yeni Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022,1 ,48 ,10/20 
3 otaqlı155 m²10/16 mərtəbə,250 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,155 ,10/16 
2 otaqlı42.3 m²4/7 mərtəbə,57 500,Masazır q.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,42.3 ,4/7 
2 otaqlı65 m²9/15 mərtəbə,110 000,Badamdar q.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,65 ,9/15 
4 otaqlı145 m²12/17 mərtəbə,190 000,Əhmədli q.,"Bakı, 13 i̇yun 2022",06/15/2022,4 ,145 ,12/17 
2 otaqlı46 m²3/5 mərtəbə,94 000,İnşaatçılar m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,46 ,3/5 
4 otaqlı160 m²5/16 mərtəbə,260 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022,4 ,160 ,5/16 
1 otaqlı32 m²5/5 mərtəbə,62 000,Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022,1 ,32 ,5/5 
1 otaqlı50 m²10/18 mərtəbə,76 000,Yeni Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022,1 ,50 ,10/18 
2 otaqlı76 m²15/16 mərtəbə,150 000,Elmlər Akademiyası m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,76 ,15/16 
4 otaqlı146 m²16/19 mərtəbə,165 000,Həzi Aslanov m.,"Bakı, 12 i̇yun 2022",06/15/2022,4 ,146 ,16/19 
3 otaqlı127 m²2/7 mərtəbə,291 465,Nardaran q.,"Bakı, dünən 14:56",06/15/2022,3 ,127 ,2/7 
3 otaqlı192.4 m²11/23 mərtəbə,500 214,Səbail r.,"Bakı, 18 may 2022",06/15/2022,3 ,192.4 ,11/23 
5 otaqlı250 m²8/9 mərtəbə,295 000,Nəsimi r.,"Bakı, bugün 10:04",06/15/2022,5 ,250 ,8/9 
2 otaqlı75.7 m²,263 814,Sea Breeze ,"Bakı, dünən 14:46",06/15/2022,2 ,75.7 ,
2 otaqlı71.4 m²,89 262,Bakı,"Bakı, 08 i̇yun 2022",06/15/2022,2 ,71.4 ,
3 otaqlı121.5 m²,279 335,Bakı,"Bakı, dünən 15:26",06/15/2022,3 ,121.5 ,
4 otaqlı287 m²,583 184,Bakı,"Bakı, 09 i̇yun 2022",06/15/2022,4 ,287 ,
2 otaqlı66 m²4/16 mərtəbə,147 000,Elmlər Akademiyası m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,66 ,4/16 
2 otaqlı52 m²2/5 mərtəbə,102 000,Nizami m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,52 ,2/5 
2 otaqlı50 m²5/5 mərtəbə,119 000,Yasamal r.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,50 ,5/5 
3 otaqlı94 m²14/16 mərtəbə,135 000,Əhmədli m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,94 ,14/16 
3 otaqlı153 m²5/18 mərtəbə,200 000,Yasamal r.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,153 ,5/18 
3 otaqlı85 m²14/18 mərtəbə,180 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,85 ,14/18 
3 otaqlı82 m²3/18 mərtəbə,120 000,İnşaatçılar m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,82 ,3/18 
2 otaqlı117 m²7/17 mərtəbə,181 500,Nəsimi r.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,117 ,7/17 
2 otaqlı50 m²5/9 mərtəbə,64 900,Nəriman Nərimanov m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,50 ,5/9 
4 otaqlı180 m²10/16 mərtəbə,280 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022,4 ,180 ,10/16 
2 otaqlı53 m²13/17 mərtəbə,98 000,Memar Əcəmi m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,53 ,13/17 
3 otaqlı115 m²10/20 mərtəbə,168 000,Yeni Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,115 ,10/20 
3 otaqlı90 m²3/16 mərtəbə,130 000,Əhmədli m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,90 ,3/16 
1 otaqlı36 m²3/9 mərtəbə,78 500,9-cu mikrorayon q.,"Bakı, 13 i̇yun 2022",06/15/2022,1 ,36 ,3/9 
3 otaqlı115 m²13/19 mərtəbə,156 000,İnşaatçılar m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,115 ,13/19 
2 otaqlı68 m²8/18 mərtəbə,120 000,20 Yanvar m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,68 ,8/18 
3 otaqlı100 m²9/17 mərtəbə,130 000,Əhmədli m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,100 ,9/17 
4 otaqlı220 m²9/20 mərtəbə,618 000,Şah İsmayıl Xətai m.,"Bakı, 13 i̇yun 2022",06/15/2022,4 ,220 ,9/20 
3 otaqlı115 m²16/17 mərtəbə,162 000,Həzi Aslanov m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,115 ,16/17 
2 otaqlı50 m²3/5 mərtəbə,87 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,50 ,3/5 
2 otaqlı65 m²6/9 mərtəbə,80 000,Əhmədli m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,65 ,6/9 
2 otaqlı60 m²2/9 mərtəbə,112 000,Azadlıq Prospekti m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,60 ,2/9 
2 otaqlı50 m²2/5 mərtəbə,90 000,Nəsimi r.,"Bakı, dünən 12:03",06/15/2022,2 ,50 ,2/5 
3 otaqlı98 m²6/16 mərtəbə,185 000,İnşaatçılar m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,98 ,6/16 
4 otaqlı168.4 m²12/15 mərtəbə,387 320,Nəriman Nərimanov m.,"Bakı, 26 may 2022",06/15/2022,4 ,168.4 ,12/15 
3 otaqlı125.4 m²3/12 mərtəbə,175 000,Nizami r.,"Bakı, dünən 20:42",06/15/2022,3 ,125.4 ,3/12 
4 otaqlı127 m²16/17 mərtəbə,169 000,Həzi Aslanov m.,"Bakı, 13 i̇yun 2022",06/15/2022,4 ,127 ,16/17 
2 otaqlı68 m²4/17 mərtəbə,117 000,Bayıl q.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,68 ,4/17 
2 otaqlı46 m²,85 100,20 Yanvar m.,"Bakı, 08 i̇yun 2022",06/15/2022,2 ,46 ,
2 otaqlı70.9 m²,88 625,Bakı,"Bakı, bugün 10:39",06/15/2022,2 ,70.9 ,
3 otaqlı95.5 m²,119 387,Bakı,"Bakı, 08 i̇yun 2022",06/15/2022,3 ,95.5 ,
2 otaqlı71.4 m²,89 262,Bakı,"Bakı, 08 i̇yun 2022",06/15/2022,2 ,71.4 ,
3 otaqlı90 m²11/17 mərtəbə,148 000,Əhmədli m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,90 ,11/17 
3 otaqlı60 m²12/13 mərtəbə,76 000,Əhmədli m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,60 ,12/13 
3 otaqlı94 m²2/15 mərtəbə,161 000,Nizami r.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,94 ,2/15 
4 otaqlı118 m²2/18 mərtəbə,155 000,Yeni Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022,4 ,118 ,2/18 
4 otaqlı100 m²3/5 mərtəbə,190 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022,4 ,100 ,3/5 
2 otaqlı68 m²13/14 mərtəbə,110 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,68 ,13/14 
3 otaqlı141 m²12/19 mərtəbə,210 000,20 Yanvar m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,141 ,12/19 
3 otaqlı90 m²6/9 mərtəbə,119 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,90 ,6/9 
2 otaqlı94 m²14/19 mərtəbə,185 000,28 May m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,94 ,14/19 
3 otaqlı75 m²2/9 mərtəbə,128 000,Xalqlar Dostluğu m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,75 ,2/9 
3 otaqlı119 m²4/16 mərtəbə,270 000,Memar Əcəmi m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,119 ,4/16 
3 otaqlı115 m²8/16 mərtəbə,220 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,115 ,8/16 
2 otaqlı78 m²4/5 mərtəbə,132 000,Nizami m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,78 ,4/5 
1 otaqlı56 m²6/12 mərtəbə,75 000,9-cu mikrorayon q.,"Bakı, 13 i̇yun 2022",06/15/2022,1 ,56 ,6/12 
1 otaqlı33 m²2/5 mərtəbə,79 000,Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022,1 ,33 ,2/5 
2 otaqlı64 m²14/16 mərtəbə,102 000,Neftçilər m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,64 ,14/16 
1 otaqlı48 m²3/16 mərtəbə,117 000,Nəriman Nərimanov m.,"Bakı, 13 i̇yun 2022",06/15/2022,1 ,48 ,3/16 
2 otaqlı51 m²3/10 mərtəbə,92 500,İnşaatçılar m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,51 ,3/10 
3 otaqlı124 m²2/19 mərtəbə,212 000,Nəriman Nərimanov m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,124 ,2/19 
3 otaqlı70 m²4/5 mərtəbə,175 000,Elmlər Akademiyası m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,70 ,4/5 
3 otaqlı85 m²5/5 mərtəbə,94 000,Əhmədli m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,85 ,5/5 
2 otaqlı92 m²2/10 mərtəbə,105 000,Həzi Aslanov m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,92 ,2/10 
5 otaqlı120 m²7/16 mərtəbə,215 000,Bakmil m.,"Bakı, 13 i̇yun 2022",06/15/2022,5 ,120 ,7/16 
3 otaqlı150 m²14/15 mərtəbə,180 000,Yeni Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,150 ,14/15 
4 otaqlı120 m²5/9 mərtəbə,207 000,İnşaatçılar m.,"Bakı, 12 i̇yun 2022",06/15/2022,4 ,120 ,5/9 
5 otaqlı255 m²3/16 mərtəbə,561 000,Nəsimi r.,"Bakı, 10 i̇yun 2022",06/15/2022,5 ,255 ,3/16 
1 otaqlı51 m²10/15 mərtəbə,63 750,7-ci mikrorayon q.,"Bakı, bugün 12:50",06/15/2022,1 ,51 ,10/15 
3 otaqlı85 m²6/9 mərtəbə,135 000,8-ci mikrorayon q.,"Bakı, 25 may 2022",06/15/2022,3 ,85 ,6/9 
2 otaqlı46 m²,85 100,20 Yanvar m.,"Bakı, 08 i̇yun 2022",06/15/2022,2 ,46 ,
5 otaqlı213 m²,404 700,Şah İsmayıl Xətai m.,"Bakı, 13 i̇yun 2022",06/15/2022,5 ,213 ,
3 otaqlı217 m²,523 621,Bakı,"Bakı, 19 may 2022",06/15/2022,3 ,217 ,
1 otaqlı45.7 m²,57 112,Bakı,"Bakı, bugün 10:39",06/15/2022,1 ,45.7 ,
3 otaqlı65 m²4/9 mərtəbə,123 000,Neftçilər m.,"Bakı, bugün 13:03",06/15/2022,3 ,65 ,4/9 
3 otaqlı87 m²15/15 mərtəbə,205 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,87 ,15/15 
3 otaqlı141 m²6/18 mərtəbə,250 000,8 Noyabr m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,141 ,6/18 
2 otaqlı56 m²14/19 mərtəbə,170 000,Elmlər Akademiyası m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,56 ,14/19 
2 otaqlı75 m²17/19 mərtəbə,120 000,Nərimanov r.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,75 ,17/19 
3 otaqlı80 m²8/9 mərtəbə,125 000,Biləcəri q.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,80 ,8/9 
2 otaqlı63 m²3/7 mərtəbə,183 000,Xətai r.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,63 ,3/7 
3 otaqlı156 m²14/19 mərtəbə,343 000,Elmlər Akademiyası m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,156 ,14/19 
3 otaqlı100 m²4/5 mərtəbə,137 000,Kubinka q.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,100 ,4/5 
1 otaqlı52 m²3/7 mərtəbə,153 000,Xətai r.,"Bakı, 13 i̇yun 2022",06/15/2022,1 ,52 ,3/7 
3 otaqlı89 m²5/10 mərtəbə,97 500,Masazır q.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,89 ,5/10 
4 otaqlı135 m²9/17 mərtəbə,275 000,Neftçilər m.,"Bakı, 13 i̇yun 2022",06/15/2022,4 ,135 ,9/17 
3 otaqlı113 m²2/10 mərtəbə,192 000,İnşaatçılar m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,113 ,2/10 
4 otaqlı100 m²4/5 mərtəbə,179 000,Qara Qarayev m.,"Bakı, 13 i̇yun 2022",06/15/2022,4 ,100 ,4/5 
3 otaqlı80 m²2/11 mərtəbə,82 000,Masazır q.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,80 ,2/11 
3 otaqlı100 m²4/5 mərtəbə,159 000,Qara Qarayev m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,100 ,4/5 
2 otaqlı108 m²6/17 mərtəbə,135 000,Qara Qarayev m.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,108 ,6/17 
2 otaqlı66.2 m²12/16 mərtəbə,115 000,Nərimanov r.,"Bakı, bugün 11:40",06/15/2022,2 ,66.2 ,12/16 
4 otaqlı160 m²6/8 mərtəbə,350 000,Xətai r.,"Bakı, 13 i̇yun 2022",06/15/2022,4 ,160 ,6/8 
3 otaqlı88 m²18/18 mərtəbə,128 000,8-ci mikrorayon q.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,88 ,18/18 
3 otaqlı103 m²14/19 mərtəbə,177 000,İnşaatçılar m.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,103 ,14/19 
5 otaqlı130 m²5/9 mərtəbə,178 000,8-ci mikrorayon q.,"Bakı, 13 i̇yun 2022",06/15/2022,5 ,130 ,5/9 
2 otaqlı111 m²4/7 mərtəbə,155 000,Nəsimi r.,"Bakı, 13 i̇yun 2022",06/15/2022,2 ,111 ,4/7 
